ship,port,status,arrivalDate,arrivalTime,departureDate,departureTime,guestCount,crewCount
Norwegian Jewel,Fiordland,ON SCHEDULE,20/01/2020,09:00:00,20/01/2020,18:30:00,2376,1100
Carnival Spirit,Wellington,ON SCHEDULE,20/01/2020,08:00:00,20/01/2020,17:00:00,2124,1030
Le Lapérouse,Wellington,ON SCHEDULE,20/01/2020,08:00:00,20/01/2020,17:45:00,184,124
Ovation Of The Seas,Wellington,ON SCHEDULE,20/01/2020,13:00:00,20/01/2020,20:00:00,4180,1500
Queen Elizabeth,Auckland,ON SCHEDULE,21/01/2020,07:00:00,21/01/2020,23:00:00,2092,1097
Seven Seas Voyager,Auckland,ON SCHEDULE,21/01/2020,06:00:00,21/01/2020,19:00:00,754,446
MS Maasdam,Bay Of Islands,ON SCHEDULE,21/01/2020,08:00:00,21/01/2020,17:00:00,1258,580
MS Noordam,Fiordland,ON SCHEDULE,21/01/2020,07:00:00,21/01/2020,18:00:00,1972,820
Radiance Of The Seas,Fiordland,ON SCHEDULE,21/01/2020,08:00:00,21/01/2020,17:00:00,2064,858
Le Lapérouse,Napier,ON SCHEDULE,21/01/2020,12:30:00,22/01/2020,10:00:00,184,124
Caledonian Sky,NZ Sub Antarctic,ON SCHEDULE,21/01/2020,06:30:00,21/01/2020,18:00:00,114,74
Ovation Of The Seas,Picton,ON SCHEDULE,21/01/2020,08:00:00,21/01/2020,17:00:00,4180,1500
MS Regatta,Tauranga,ON SCHEDULE,21/01/2020,07:30:00,21/01/2020,18:45:00,650,375
MV Seabourn Encore,Tauranga,ON SCHEDULE,21/01/2020,08:00:00,21/01/2020,19:00:00,600,416
Queen Elizabeth,Bay Of Islands,ON SCHEDULE,22/01/2020,08:00:00,22/01/2020,18:00:00,2092,1097
MS Noordam,Dunedin,ON SCHEDULE,22/01/2020,08:00:00,22/01/2020,18:00:00,1972,820
Radiance Of The Seas,Dunedin,ON SCHEDULE,22/01/2020,08:00:00,22/01/2020,17:00:00,2064,858
Explorer Dream,Fiordland,ON SCHEDULE,22/01/2020,06:00:00,22/01/2020,12:30:00,1856,1300
MS Regatta,Gisborne,ON SCHEDULE,22/01/2020,09:00:00,22/01/2020,19:00:00,650,375
Seven Seas Voyager,Tauranga,ON SCHEDULE,22/01/2020,07:00:00,22/01/2020,17:00:00,754,446
Le Lapérouse,Gisborne,CANCELLED,22/01/2020,14:15:00,22/01/2020,19:30:00,184,124
MS Noordam,Akaroa,ON SCHEDULE,23/01/2020,07:00:00,23/01/2020,18:00:00,1972,820
Radiance Of The Seas,Akaroa,ON SCHEDULE,23/01/2020,08:00:00,23/01/2020,17:00:00,2064,858
Explorer Dream,Dunedin,ON SCHEDULE,23/01/2020,06:30:00,23/01/2020,14:30:00,1856,1300
Seven Seas Voyager,Gisborne,ON SCHEDULE,23/01/2020,08:00:00,23/01/2020,19:00:00,754,446
MS Regatta,Napier,ON SCHEDULE,23/01/2020,08:00:00,23/01/2020,18:00:00,650,375
Le Lapérouse,Tauranga,ON SCHEDULE,23/01/2020,07:00:00,23/01/2020,17:00:00,184,124
MV Seabourn Encore,Wellington,ON SCHEDULE,23/01/2020,08:00:00,23/01/2020,23:00:00,600,416
Le Lapérouse,Auckland,ON SCHEDULE,24/01/2020,06:45:00,24/01/2020,18:00:00,184,124
Ocean Dream,Fiordland,CANCELLED,24/01/2020,07:00:00,24/01/2020,17:30:00,998,550
Explorer Dream,Napier,ON SCHEDULE,24/01/2020,15:00:00,24/01/2020,23:00:00,1856,1300
Seven Seas Voyager,Napier,ON SCHEDULE,24/01/2020,08:00:00,24/01/2020,18:00:00,754,446
MV Seabourn Encore,Picton,ON SCHEDULE,24/01/2020,07:00:00,24/01/2020,16:00:00,600,416
MS Noordam,Wellington,ON SCHEDULE,24/01/2020,08:00:00,24/01/2020,16:00:00,1972,820
MS Regatta,Wellington,ON SCHEDULE,24/01/2020,09:00:00,24/01/2020,18:00:00,650,375
MS Regatta,Akaroa,ON SCHEDULE,25/01/2020,08:00:00,25/01/2020,18:00:00,650,375
MV Seabourn Encore,Akaroa,ON SCHEDULE,25/01/2020,08:00:00,25/01/2020,19:00:00,600,416
Radiance Of The Seas,Auckland,ON SCHEDULE,25/01/2020,08:00:00,25/01/2020,18:00:00,2064,858
Silver Muse,Fiordland,ON SCHEDULE,25/01/2020,08:00:00,25/01/2020,17:00:00,623,417
Explorer Dream,Gisborne,ON SCHEDULE,25/01/2020,06:00:00,25/01/2020,17:00:00,1856,1300
MS Noordam,Napier,ON SCHEDULE,25/01/2020,07:00:00,25/01/2020,14:00:00,1972,820
MS Maasdam,New Plymouth,ON SCHEDULE,25/01/2020,08:00:00,25/01/2020,17:00:00,1258,580
Le Lapérouse,Tauranga,ON SCHEDULE,25/01/2020,08:00:00,25/01/2020,18:00:00,184,124
Seven Seas Voyager,Wellington,ON SCHEDULE,25/01/2020,09:00:00,25/01/2020,19:00:00,754,446
Explorer Dream,Auckland,ON SCHEDULE,26/01/2020,09:00:00,26/01/2020,21:00:00,1856,1300
MS Regatta,Dunedin,ON SCHEDULE,26/01/2020,08:00:00,26/01/2020,17:00:00,650,375
MV Seabourn Encore,Dunedin,ON SCHEDULE,26/01/2020,08:00:00,26/01/2020,18:00:00,600,416
Ocean Dream,Lyttelton,CANCELLED,26/01/2020,06:00:00,26/01/2020,22:00:00,998,550
MS Maasdam,Nelson,ON SCHEDULE,26/01/2020,08:00:00,26/01/2020,17:00:00,1258,580
Seven Seas Voyager,Nelson,ON SCHEDULE,26/01/2020,07:00:00,26/01/2020,16:00:00,754,446
Caledonian Sky,NZ Sub Antarctic,ON SCHEDULE,26/01/2020,16:00:00,27/01/2020,19:00:00,114,74
MS Noordam,Tauranga,ON SCHEDULE,26/01/2020,10:45:00,26/01/2020,16:45:00,1972,820
Radiance Of The Seas,Tauranga,ON SCHEDULE,26/01/2020,08:00:00,26/01/2020,17:00:00,2064,858
MS Noordam,Auckland,ON SCHEDULE,27/01/2020,08:00:00,28/01/2020,18:00:00,1972,820
Radiance Of The Seas,Bay Of Islands,ON SCHEDULE,27/01/2020,08:00:00,27/01/2020,17:00:00,2064,858
Viking Sun,Bay Of Islands,ON SCHEDULE,27/01/2020,08:00:00,27/01/2020,17:00:00,928,460
Silver Muse,Dunedin,ON SCHEDULE,27/01/2020,12:30:00,27/01/2020,20:00:00,623,417
MS Regatta,Fiordland,ON SCHEDULE,27/01/2020,14:00:00,27/01/2020,20:00:00,650,375
MS Maasdam,Kaikoura,ON SCHEDULE,27/01/2020,08:00:00,27/01/2020,17:00:00,1258,580
Explorer Dream,Napier,ON SCHEDULE,27/01/2020,16:00:00,27/01/2020,23:59:00,1856,1300
Le Lapérouse,Napier,ON SCHEDULE,27/01/2020,08:00:00,27/01/2020,15:00:00,184,124
MV Seabourn Encore,Stewart Island,ON SCHEDULE,27/01/2020,08:00:00,27/01/2020,17:00:00,600,416
MS Maasdam,Akaroa,ON SCHEDULE,28/01/2020,07:00:00,28/01/2020,18:00:00,1258,580
Viking Sun,Auckland,ON SCHEDULE,28/01/2020,07:00:00,29/01/2020,18:00:00,928,460
Caledonian Sky,Bluff,ON SCHEDULE,28/01/2020,07:00:00,28/01/2020,09:00:00,114,74
Celebrity Solstice,Fiordland,ON SCHEDULE,28/01/2020,08:00:00,28/01/2020,18:00:00,2850,1250
MV Seabourn Encore,Fiordland,ON SCHEDULE,28/01/2020,14:00:00,28/01/2020,19:00:00,600,416
Silver Muse,Lyttelton,ON SCHEDULE,28/01/2020,08:00:00,28/01/2020,18:00:00,623,417
Caledonian Sky,Stewart Island,ON SCHEDULE,28/01/2020,12:00:00,28/01/2020,20:00:00,114,74
Le Lapérouse,Wellington,ON SCHEDULE,28/01/2020,08:30:00,28/01/2020,19:00:00,184,124
Ocean Dream,Auckland,CANCELLED,29/01/2020,06:00:00,29/01/2020,21:00:00,998,550
MS Noordam,Bay Of Islands,ON SCHEDULE,29/01/2020,07:00:00,29/01/2020,14:00:00,1972,820
Celebrity Solstice,Dunedin,ON SCHEDULE,29/01/2020,09:00:00,29/01/2020,19:00:00,2850,1250
Caledonian Sky,Fiordland,ON SCHEDULE,29/01/2020,06:00:00,01/02/2020,19:30:00,114,74
Explorer Dream,Fiordland,ON SCHEDULE,29/01/2020,08:00:00,29/01/2020,14:30:00,1856,1300
Norwegian Jewel,Fiordland,ON SCHEDULE,29/01/2020,09:00:00,29/01/2020,18:30:00,2376,1100
Le Lapérouse,Picton,ON SCHEDULE,29/01/2020,07:00:00,29/01/2020,17:00:00,184,124
MS Maasdam,Wellington,ON SCHEDULE,29/01/2020,08:00:00,29/01/2020,17:00:00,1258,580
Silver Muse,Wellington,ON SCHEDULE,29/01/2020,07:00:00,29/01/2020,16:00:00,623,417
Celebrity Solstice,Akaroa,ON SCHEDULE,30/01/2020,08:00:00,30/01/2020,19:00:00,2850,1250
Ruby Princess,Bay Of Islands,ON SCHEDULE,30/01/2020,09:00:00,30/01/2020,18:00:00,3034,1174
Explorer Dream,Dunedin,ON SCHEDULE,30/01/2020,06:30:00,30/01/2020,14:30:00,1856,1300
Norwegian Jewel,Dunedin,ON SCHEDULE,30/01/2020,10:00:00,30/01/2020,19:00:00,2376,1100
MS Maasdam,Napier,ON SCHEDULE,30/01/2020,08:00:00,31/01/2020,17:00:00,1258,580
Silver Muse,Napier,ON SCHEDULE,30/01/2020,07:00:00,30/01/2020,13:30:00,623,417
Viking Sun,Tauranga,ON SCHEDULE,30/01/2020,06:00:00,30/01/2020,16:45:00,928,460
Norwegian Jewel,Akaroa,ON SCHEDULE,31/01/2020,08:00:00,31/01/2020,17:00:00,2376,1100
Le Lapérouse,Fiordland,ON SCHEDULE,31/01/2020,13:00:00,01/02/2020,10:00:00,184,124
MS Maasdam,Gisborne,CANCELLED,31/01/2020,08:00:00,31/01/2020,17:00:00,1258,580
Viking Sun,Napier,CANCELLED,31/01/2020,12:00:00,31/01/2020,18:00:00,928,460
Ruby Princess,Tauranga,ON SCHEDULE,31/01/2020,07:30:00,31/01/2020,18:15:00,3034,1174
Silver Muse,Tauranga,ON SCHEDULE,31/01/2020,08:00:00,31/01/2020,18:00:00,623,417
Explorer Dream,Wellington,ON SCHEDULE,31/01/2020,08:30:00,31/01/2020,16:30:00,1856,1300
Silver Muse,Auckland,ON SCHEDULE,01/02/2020,08:00:00,01/02/2020,18:00:00,623,417
Viking Orion,Dunedin,ON SCHEDULE,01/02/2020,09:00:00,01/02/2020,18:00:00,930,480
Azamara Journey,Gisborne,ON SCHEDULE,01/02/2020,08:00:00,01/02/2020,15:00:00,684,407
Explorer Dream,Gisborne,ON SCHEDULE,01/02/2020,07:00:00,01/02/2020,16:00:00,1856,1300
Ruby Princess,Napier,ON SCHEDULE,01/02/2020,12:00:00,01/02/2020,19:00:00,3034,1174
Norwegian Jewel,Picton,ON SCHEDULE,01/02/2020,08:00:00,01/02/2020,17:00:00,2376,1100
Celebrity Solstice,Tauranga,ON SCHEDULE,01/02/2020,08:00:00,02/02/2020,19:30:00,2850,1250
MS Maasdam,Tauranga,ON SCHEDULE,01/02/2020,07:45:00,01/02/2020,19:30:00,1258,580
Viking Sun,Wellington,ON SCHEDULE,01/02/2020,09:00:00,01/02/2020,18:00:00,928,460
Explorer Dream,Auckland,ON SCHEDULE,02/02/2020,09:00:00,02/02/2020,21:00:00,1856,1300
Le Lapérouse,Dunedin,ON SCHEDULE,02/02/2020,08:30:00,02/02/2020,18:00:00,184,124
Golden Princess,Fiordland,ON SCHEDULE,02/02/2020,07:00:00,02/02/2020,16:00:00,2636,1073
Viking Orion,Lyttelton,ON SCHEDULE,02/02/2020,08:00:00,02/02/2020,18:00:00,930,480
Viking Sun,Akaroa,ON SCHEDULE,02/02/2020,08:00:00,02/02/2020,17:30:00,928,460
Norwegian Jewel,Napier,ON SCHEDULE,02/02/2020,08:00:00,02/02/2020,16:00:00,2376,1100
Caledonian Sky,Stewart Island,ON SCHEDULE,02/02/2020,07:00:00,02/02/2020,18:00:00,114,74
Silver Muse,Tauranga,ON SCHEDULE,02/02/2020,08:00:00,02/02/2020,18:00:00,623,417
Azamara Journey,Wellington,ON SCHEDULE,02/02/2020,13:00:00,02/02/2020,22:00:00,684,407
Ruby Princess,Wellington,ON SCHEDULE,02/02/2020,08:00:00,02/02/2020,18:00:00,3034,1174
Ruby Princess,Akaroa,CANCELLED,03/02/2020,08:00:00,03/02/2020,18:00:00,3034,1174
Celebrity Solstice,Auckland,ON SCHEDULE,03/02/2020,09:30:00,03/02/2020,19:00:00,2850,1250
MS Maasdam,Auckland,ON SCHEDULE,03/02/2020,00:00:00,03/02/2020,17:00:00,1258,580
Caledonian Sky,Dunedin,ON SCHEDULE,03/02/2020,07:30:00,03/02/2020,18:00:00,114,74
Golden Princess,Dunedin,ON SCHEDULE,03/02/2020,08:00:00,03/02/2020,18:00:00,2636,1073
Viking Sun,Dunedin,ON SCHEDULE,03/02/2020,08:00:00,03/02/2020,17:00:00,928,460
Explorer Dream,Gisborne,ON SCHEDULE,03/02/2020,14:00:00,03/02/2020,22:00:00,1856,1300
Azamara Journey,Picton,ON SCHEDULE,03/02/2020,08:00:00,03/02/2020,22:00:00,684,407
Norwegian Jewel,Tauranga,ON SCHEDULE,03/02/2020,08:45:00,03/02/2020,20:15:00,2376,1100
Viking Orion,Wellington,ON SCHEDULE,03/02/2020,08:00:00,03/02/2020,18:00:00,930,480
Caledonian Sky,Akaroa,ON SCHEDULE,04/02/2020,07:30:00,04/02/2020,15:00:00,114,74
Golden Princess,Akaroa,CANCELLED,04/02/2020,08:00:00,04/02/2020,18:00:00,2636,1073
Norwegian Jewel,Auckland,ON SCHEDULE,04/02/2020,06:00:00,04/02/2020,18:00:00,2376,1100
Celebrity Solstice,Bay Of Islands,ON SCHEDULE,04/02/2020,07:00:00,04/02/2020,17:00:00,2850,1250
Ruby Princess,Dunedin,ON SCHEDULE,04/02/2020,08:00:00,04/02/2020,18:00:00,3034,1174
Le Lapérouse,Fiordland,ON SCHEDULE,04/02/2020,06:00:00,05/02/2020,12:00:00,184,124
Viking Orion,Napier,ON SCHEDULE,04/02/2020,08:00:00,04/02/2020,14:00:00,930,480
Azamara Journey,Nelson,ON SCHEDULE,04/02/2020,08:00:00,04/02/2020,20:00:00,684,407
MS Maasdam,Tauranga,ON SCHEDULE,04/02/2020,06:30:00,04/02/2020,17:45:00,1258,580
Explorer Dream,Wellington,ON SCHEDULE,04/02/2020,14:00:00,04/02/2020,22:00:00,1856,1300
Silver Muse,Wellington,ON SCHEDULE,04/02/2020,08:00:00,04/02/2020,23:00:00,623,417
Viking Sun,Fiordland,CANCELLED,04/02/2020,,04/02/2020,,928,460
Ovation Of The Seas,Bay Of Islands,ON SCHEDULE,05/02/2020,09:30:00,05/02/2020,18:00:00,4180,1500
Explorer Dream,Dunedin,ON SCHEDULE,05/02/2020,14:30:00,05/02/2020,22:30:00,1856,1300
Ruby Princess,Fiordland,CANCELLED,05/02/2020,08:00:00,05/02/2020,17:00:00,3034,1174
MS Maasdam,Napier,ON SCHEDULE,05/02/2020,12:00:00,05/02/2020,18:00:00,1258,580
Azamara Journey,New Plymouth,ON SCHEDULE,05/02/2020,08:00:00,05/02/2020,20:00:00,684,407
Silver Muse,Picton,ON SCHEDULE,05/02/2020,08:00:00,05/02/2020,18:00:00,623,417
Caledonian Sky,Ships Cove,ON SCHEDULE,05/02/2020,08:00:00,05/02/2020,12:00:00,114,74
Norwegian Jewel,Tauranga,ON SCHEDULE,05/02/2020,06:45:00,05/02/2020,15:15:00,2376,1100
Viking Orion,Tauranga,ON SCHEDULE,05/02/2020,10:00:00,05/02/2020,18:30:00,930,480
Caledonian Sky,Wellington,ON SCHEDULE,05/02/2020,17:00:00,06/02/2020,17:30:00,114,74
Golden Princess,Wellington,ON SCHEDULE,05/02/2020,07:00:00,05/02/2020,16:00:00,2636,1073
Queen Elizabeth,Auckland,ON SCHEDULE,06/02/2020,09:00:00,06/02/2020,23:00:00,2092,1097
Viking Orion,Auckland,ON SCHEDULE,06/02/2020,07:00:00,08/02/2020,18:00:00,930,480
Explorer Dream,Fiordland,CANCELLED,06/02/2020,17:30:00,06/02/2020,18:30:00,1856,1300
MS Noordam,Fiordland,CANCELLED,06/02/2020,07:00:00,06/02/2020,18:00:00,1972,820
MS Noordam,Stewart Island,ON SCHEDULE,06/02/2020,,06/02/2020,,1972,820
Sea Princess,Fiordland,CANCELLED,06/02/2020,07:00:00,06/02/2020,16:00:00,2016,839
Norwegian Jewel,Gisborne,CANCELLED,06/02/2020,08:00:00,06/02/2020,16:00:00,2376,1100
Silver Muse,Lyttelton,ON SCHEDULE,06/02/2020,08:00:00,06/02/2020,18:00:00,623,417
Golden Princess,Napier,ON SCHEDULE,06/02/2020,07:00:00,06/02/2020,14:00:00,2636,1073
Le Lapérouse,NZ Sub Antarctic,ON SCHEDULE,06/02/2020,08:30:00,06/02/2020,18:30:00,184,124
Ovation Of The Seas,Tauranga,ON SCHEDULE,06/02/2020,08:00:00,06/02/2020,17:00:00,4180,1500
MS Maasdam,Wellington,ON SCHEDULE,06/02/2020,09:00:00,06/02/2020,18:00:00,1258,580
MS Maasdam,Akaroa,ON SCHEDULE,07/02/2020,08:00:00,07/02/2020,18:00:00,1258,580
Azamara Journey,Auckland,ON SCHEDULE,07/02/2020,08:00:00,08/02/2020,18:30:00,684,407
MS Noordam,Dunedin,ON SCHEDULE,07/02/2020,09:00:00,07/02/2020,18:00:00,1972,820
Sea Princess,Dunedin,ON SCHEDULE,07/02/2020,08:00:00,07/02/2020,18:00:00,2016,839
Ovation Of The Seas,Napier,ON SCHEDULE,07/02/2020,10:00:00,07/02/2020,17:00:00,4180,1500
Golden Princess,Tauranga,ON SCHEDULE,07/02/2020,06:30:00,07/02/2020,19:30:00,2636,1073
Queen Elizabeth,Tauranga,ON SCHEDULE,07/02/2020,08:00:00,07/02/2020,18:00:00,2092,1097
Silver Muse,Timaru,ON SCHEDULE,07/02/2020,08:00:00,07/02/2020,18:00:00,623,417
Norwegian Jewel,Wellington,ON SCHEDULE,07/02/2020,08:00:00,07/02/2020,18:00:00,2376,1100
MS Noordam,Akaroa,ON SCHEDULE,08/02/2020,07:00:00,08/02/2020,18:00:00,1972,820
Sea Princess,Akaroa,ON SCHEDULE,08/02/2020,08:00:00,08/02/2020,18:00:00,2016,839
Golden Princess,Auckland,ON SCHEDULE,08/02/2020,07:00:00,08/02/2020,14:00:00,2636,1073
MS Maasdam,Dunedin,ON SCHEDULE,08/02/2020,08:00:00,08/02/2020,18:00:00,1258,580
Norwegian Jewel,Picton,ON SCHEDULE,08/02/2020,08:00:00,08/02/2020,18:00:00,2376,1100
Silver Muse,Stewart Island,ON SCHEDULE,08/02/2020,10:00:00,08/02/2020,18:00:00,623,417
Caledonian Sky,Tauranga,ON SCHEDULE,08/02/2020,07:30:00,08/02/2020,16:00:00,114,74
Ovation Of The Seas,Wellington,ON SCHEDULE,08/02/2020,07:00:00,08/02/2020,13:00:00,4180,1500
Norwegian Jewel,Akaroa,ON SCHEDULE,09/02/2020,08:00:00,09/02/2020,18:00:00,2376,1100
Caledonian Sky,Auckland,ON SCHEDULE,09/02/2020,07:00:00,11/02/2020,18:30:00,114,74
Azamara Journey,Bay Of Islands,ON SCHEDULE,09/02/2020,06:30:00,09/02/2020,18:00:00,684,407
Ovation Of The Seas,Dunedin,CANCELLED,09/02/2020,08:00:00,09/02/2020,17:00:00,4180,1500
Silver Muse,Fiordland,ON SCHEDULE,09/02/2020,08:00:00,09/02/2020,17:00:00,623,417
MS Noordam,Picton,ON SCHEDULE,09/02/2020,10:00:00,09/02/2020,20:00:00,1972,820
MS Maasdam,Stewart Island,CANCELLED,09/02/2020,08:00:00,09/02/2020,17:00:00,1258,580
Viking Orion,Tauranga,ON SCHEDULE,09/02/2020,08:30:00,09/02/2020,16:45:00,930,480
Queen Elizabeth,Wellington,ON SCHEDULE,09/02/2020,08:00:00,09/02/2020,18:00:00,2092,1097
Sea Princess,Wellington,ON SCHEDULE,09/02/2020,07:00:00,09/02/2020,17:00:00,2016,839
Queen Elizabeth,Akaroa,ON SCHEDULE,10/02/2020,08:00:00,10/02/2020,18:00:00,2092,1097
Pacific Princess,Auckland,ON SCHEDULE,10/02/2020,07:00:00,10/02/2020,18:00:00,672,391
MS Albatros,Bay Of Islands,ON SCHEDULE,10/02/2020,09:00:00,10/02/2020,20:00:00,880,340
Norwegian Jewel,Dunedin,ON SCHEDULE,10/02/2020,08:00:00,10/02/2020,18:00:00,2376,1100
MS Maasdam,Fiordland,ON SCHEDULE,10/02/2020,07:00:00,10/02/2020,18:00:00,1258,580
Ovation Of The Seas,Fiordland,ON SCHEDULE,10/02/2020,08:00:00,10/02/2020,18:00:00,4180,1500
MS Regatta,Fiordland,ON SCHEDULE,10/02/2020,07:00:00,10/02/2020,13:00:00,650,375
Sea Princess,Napier,ON SCHEDULE,10/02/2020,07:00:00,10/02/2020,16:00:00,2016,839
Viking Orion,Napier,ON SCHEDULE,10/02/2020,12:00:00,10/02/2020,18:00:00,930,480
Azamara Journey,Tauranga,ON SCHEDULE,10/02/2020,09:15:00,10/02/2020,17:15:00,684,407
MS Noordam,Wellington,ON SCHEDULE,10/02/2020,08:00:00,10/02/2020,17:00:00,1972,820
MS Albatros,Auckland,ON SCHEDULE,11/02/2020,07:00:00,13/02/2020,20:00:00,880,340
Queen Elizabeth,Dunedin,ON SCHEDULE,11/02/2020,08:00:00,11/02/2020,18:00:00,2092,1097
MS Regatta,Dunedin,ON SCHEDULE,11/02/2020,10:00:00,11/02/2020,19:00:00,650,375
Norwegian Jewel,Fiordland,ON SCHEDULE,11/02/2020,09:00:00,11/02/2020,18:30:00,2376,1100
Azamara Journey,Napier,ON SCHEDULE,11/02/2020,14:00:00,11/02/2020,21:00:00,684,407
MS Noordam,Napier,ON SCHEDULE,11/02/2020,07:00:00,11/02/2020,13:00:00,1972,820
Le Lapérouse,NZ Sub Antarctic,ON SCHEDULE,11/02/2020,06:00:00,13/02/2020,19:30:00,184,124
Sea Princess,Tauranga,ON SCHEDULE,11/02/2020,11:00:00,11/02/2020,22:00:00,2016,839
Viking Orion,Wellington,ON SCHEDULE,11/02/2020,09:00:00,11/02/2020,18:00:00,930,480
MS Regatta,Akaroa,ON SCHEDULE,12/02/2020,08:00:00,12/02/2020,16:00:00,650,375
Sea Princess,Auckland,ON SCHEDULE,12/02/2020,10:00:00,12/02/2020,22:00:00,2016,839
Caledonian Sky,Bay Of Islands,ON SCHEDULE,12/02/2020,07:00:00,12/02/2020,18:00:00,114,74
Celebrity Solstice,Fiordland,ON SCHEDULE,12/02/2020,08:00:00,12/02/2020,17:00:00,2850,1250
Queen Elizabeth,Fiordland,ON SCHEDULE,12/02/2020,08:00:00,12/02/2020,18:00:00,2092,1097
MV Seabourn Encore,Fiordland,ON SCHEDULE,12/02/2020,06:00:00,12/02/2020,11:00:00,600,416
Viking Orion,Lyttelton,ON SCHEDULE,12/02/2020,08:00:00,12/02/2020,18:00:00,930,480
Pacific Princess,Picton,ON SCHEDULE,12/02/2020,08:00:00,12/02/2020,18:00:00,672,391
MS Noordam,Tauranga,ON SCHEDULE,12/02/2020,06:45:00,12/02/2020,18:00:00,1972,820
Azamara Journey,Wellington,ON SCHEDULE,12/02/2020,13:00:00,12/02/2020,23:00:00,684,407
MS Noordam,Auckland,ON SCHEDULE,13/02/2020,14:00:00,14/02/2020,17:00:00,1972,820
Celebrity Solstice,Dunedin,ON SCHEDULE,13/02/2020,09:00:00,13/02/2020,19:00:00,2850,1250
Viking Orion,Dunedin,ON SCHEDULE,13/02/2020,08:00:00,13/02/2020,18:00:00,930,480
Pacific Princess,Kaikoura,ON SCHEDULE,13/02/2020,07:00:00,13/02/2020,16:00:00,672,391
Azamara Journey,Picton,ON SCHEDULE,13/02/2020,07:00:00,13/02/2020,16:00:00,684,407
MV Seabourn Encore,Stewart Island,ON SCHEDULE,13/02/2020,08:00:00,13/02/2020,17:00:00,600,416
MS Regatta,Wellington,ON SCHEDULE,13/02/2020,08:00:00,13/02/2020,17:00:00,650,375
Celebrity Solstice,Akaroa,ON SCHEDULE,14/02/2020,08:00:00,14/02/2020,19:00:00,2850,1250
MS Europa,Dunedin,ON SCHEDULE,14/02/2020,08:00:00,14/02/2020,15:00:00,408,290
Pacific Princess,Dunedin,ON SCHEDULE,14/02/2020,10:00:00,14/02/2020,20:00:00,672,391
Ruby Princess,Fiordland,ON SCHEDULE,14/02/2020,07:00:00,14/02/2020,16:00:00,3034,1174
Azamara Journey,Lyttelton,ON SCHEDULE,14/02/2020,07:00:00,14/02/2020,17:00:00,684,407
MS Regatta,Napier,ON SCHEDULE,14/02/2020,08:00:00,14/02/2020,20:00:00,650,375
MV Arcadia,Tauranga,ON SCHEDULE,14/02/2020,08:00:00,14/02/2020,19:00:00,1980,880
MV Seabourn Encore,Timaru,ON SCHEDULE,14/02/2020,10:00:00,14/02/2020,20:00:00,600,416
MV Arcadia,Auckland,ON SCHEDULE,15/02/2020,07:00:00,15/02/2020,22:00:00,1980,880
MS Astor,Auckland,ON SCHEDULE,15/02/2020,13:00:00,16/02/2020,17:00:00,474,300
Azamara Journey,Dunedin,ON SCHEDULE,15/02/2020,07:30:00,15/02/2020,21:30:00,684,407
Ruby Princess,Dunedin,ON SCHEDULE,15/02/2020,08:00:00,15/02/2020,18:00:00,3034,1174
Golden Princess,Fiordland,ON SCHEDULE,15/02/2020,07:00:00,15/02/2020,16:00:00,2636,1073
MS Regatta,Gisborne,ON SCHEDULE,15/02/2020,07:00:00,15/02/2020,17:00:00,650,375
MV Seabourn Encore,Lyttelton,ON SCHEDULE,15/02/2020,08:00:00,15/02/2020,23:00:00,600,416
Pacific Princess,Stewart Island,CANCELLED,15/02/2020,07:00:00,15/02/2020,18:00:00,672,391
Pacific Princess,Lyttelton,ON SCHEDULE,15/02/2020,07:00:00,15/02/2020,17:00:00,672,391
MS Europa,Timaru,ON SCHEDULE,15/02/2020,08:00:00,15/02/2020,18:00:00,408,290
Ruby Princess,Akaroa,ON SCHEDULE,16/02/2020,08:00:00,16/02/2020,18:00:00,3034,1174
MV Arcadia,Bay Of Islands,ON SCHEDULE,16/02/2020,08:00:00,16/02/2020,18:00:00,1980,880
Golden Princess,Dunedin,ON SCHEDULE,16/02/2020,08:00:00,16/02/2020,18:00:00,2636,1073
Pacific Princess,Fiordland,CANCELLED,16/02/2020,08:00:00,16/02/2020,17:00:00,672,391
MV Seabourn Encore,Kaikoura,ON SCHEDULE,16/02/2020,08:00:00,16/02/2020,17:00:00,600,416
MS Europa,Lyttelton,ON SCHEDULE,16/02/2020,07:00:00,16/02/2020,18:00:00,408,290
Le Lapérouse,Lyttelton,ON SCHEDULE,16/02/2020,06:30:00,16/02/2020,18:00:00,184,124
MS Noordam,Napier,ON SCHEDULE,16/02/2020,08:00:00,16/02/2020,18:00:00,1972,820
Azamara Journey,Stewart Island,CANCELLED,16/02/2020,10:00:00,16/02/2020,18:00:00,684,407
Azamara Journey,Akaroa,ON SCHEDULE,16/02/2020,,16/02/2020,,684,407
Celebrity Solstice,Tauranga,ON SCHEDULE,16/02/2020,08:00:00,16/02/2020,18:00:00,2850,1250
MS Regatta,Tauranga,ON SCHEDULE,16/02/2020,07:45:00,16/02/2020,19:00:00,650,375
Golden Princess,Akaroa,ON SCHEDULE,17/02/2020,08:00:00,17/02/2020,18:00:00,2636,1073
Celebrity Solstice,Auckland,ON SCHEDULE,17/02/2020,06:30:00,17/02/2020,18:00:00,2850,1250
MS Regatta,Auckland,ON SCHEDULE,17/02/2020,06:00:00,17/02/2020,19:00:00,650,375
Crystal Serenity,Bay Of Islands,ON SCHEDULE,17/02/2020,08:00:00,17/02/2020,18:00:00,980,655
